file,shape,vowel,dur_norm,F1,F2,F3,frame,syllable,stress
da:tə-3.TextGrid,CV:CV,ə,107.7464789,519.4980315,1592.57509,2958.452551,2,2,0
da:ti:.TextGrid,CV:CV:,a:,215.1515152,562.8928125,1320.5714,2686.885466,1,1,1
da:ti:.TextGrid,CV:CV:,i:,274.7474747,281.4014918,2174.170662,3108.779405,1,2,0
da:ti:.TextGrid,CV:CV:,a:,173.3606557,502.6713038,1450.812211,2891.871274,2,1,1
da:ti:.TextGrid,CV:CV:,i:,300,319.7692431,1876.466721,3030.848078,2,2,0
da:ti:-2.TextGrid,CV:CV:,a:,217.8571429,600.8118046,1575.529903,2662.375988,1,1,1
da:ti:-2.TextGrid,CV:CV:,i:,332.1428571,326.4706855,1834.660855,2854.692447,1,2,0
da:ti:-2.TextGrid,CV:CV:,a:,143.0232558,501.3499633,1372.401041,2617.339645,2,1,1
da:ti:-2.TextGrid,CV:CV:,i:,224.127907,354.2674069,1722.259209,2866.288985,2,2,0
da:ti:-3.TextGrid,CV:CV:,a:,164.3582641,598.2320794,1533.353663,2588.01776,1,1,1
da:ti:-3.TextGrid,CV:CV:,i:,277.0083102,306.5883628,2032.621767,2987.529032,1,2,0
da:ti:-3.TextGrid,CV:CV:,a:,218.6915888,537.3146324,1384.755295,2588.024462,2,1,1
da:ti:-3.TextGrid,CV:CV:,i:,412.1495327,308.015302,1810.953012,2912.028163,2,2,0
dasəx.TextGrid,CVCax,a,148.2277121,563.2817628,1596.150773,2764.600352,1,1,0
dasəx.TextGrid,CVCax,ə,59.07626208,569.7254028,1441.971901,2664.24638,1,2,1
dasəx.TextGrid,CVCax,a,144.1696113,606.1250824,1670.796955,2908.679302,2,1,0
dasəx.TextGrid,CVCax,ə,48.76325088,541.464352,1468.480752,2826.669264,2,2,1
dasəx-2.TextGrid,CVCax,a,127.6836158,616.4491386,1622.391478,2710.370937,1,1,0
dasəx-2.TextGrid,CVCax,ə,55.36723164,589.7158135,1448.965589,2580.189466,1,2,1
dasəx-2.TextGrid,CVCax,a,185.7142857,543.5989649,1554.378956,2836.240244,2,1,0
dasəx-2.TextGrid,CVCax,ə,75.71428571,517.2063711,1320.105401,2760.990532,2,2,1
datu:.TextGrid,CVCV:,a,139.275766,634.8057853,1640.603902,2925.172697,1,1,0
datu:.TextGrid,CVCV:,u:,259.9814299,368.0268801,1056.416775,2556.271962,1,2,1
datu:.TextGrid,CVCV:,a,158.4677419,479.8944067,1538.079859,2925.417229,2,1,0
datu:.TextGrid,CVCV:,u:,296.3709677,356.6587938,1284.676358,2811.924063,2,2,1
datu:-2.TextGrid,CVCV:,a,155.1724138,625.9781495,1576.260221,2723.872803,1,1,0
datu:-2.TextGrid,CVCV:,u:,261.4942529,349.2113844,1134.205737,2748.340791,1,2,1
datu:-2.TextGrid,CVCV:,a,175.9717314,513.8621307,1529.108292,2967.165468,2,1,0
datu:-2.TextGrid,CVCV:,u:,206.7137809,346.2523071,1085.759877,2781.236798,2,2,1
datu:-3.TextGrid,CVCV:,a,164.9365629,637.8570678,1677.834675,2931.385048,1,1,0
datu:-3.TextGrid,CVCV:,u:,268.7427912,456.9619966,1341.756979,2567.359017,1,2,1
datu:-3.TextGrid,CVCV:,a,174.1573034,548.4071315,1563.02872,2677.046007,2,1,0
datu:-3.TextGrid,CVCV:,u:,219.1011236,389.5202048,1266.87687,2671.024024,2,2,1
dətax.TextGrid,CVCax,ə,53.25443787,442.3688729,1535.936608,2785.580353,1,1,0
dətax.TextGrid,CVCax,a,160.9467456,665.8647865,1703.174848,3037.483677,1,2,1
dətax.TextGrid,CVCax,ə,56.55737705,387.02778,1360.541544,2905.717613,2,1,0
dətax.TextGrid,CVCax,a,193.0327869,635.4842199,1514.750526,2851.537078,2,2,1
dətax-2.TextGrid,CVCax,ə,42.71123491,496.5152523,1682.613343,2740.308924,1,1,0
dətax-2.TextGrid,CVCax,a,125.3481894,675.9044603,1564.001761,2660.654215,1,2,1
dətax-2.TextGrid,CVCax,ə,51.42857143,445.1031954,1505.173809,2279.175987,2,1,0
dətax-2.TextGrid,CVCax,a,191.4285714,691.2946527,1532.231957,2440.584913,2,2,1
dətax-3.TextGrid,CVCax,ə,50.84745763,463.0353602,1377.930832,2922.038248,1,1,0
dətax-3.TextGrid,CVCax,a,141.2429379,828.1352428,1805.032075,2739.131522,1,2,1
dətax-3.TextGrid,CVCax,ə,56.09756098,454.9027528,1350.124164,3020.91388,2,1,0
dətax-3.TextGrid,CVCax,a,191.4634146,663.3351997,1610.271624,2841.601308,2,2,1
disəx.TextGrid,CVCax,i,176.5834933,398.8468659,1938.320928,2915.953304,1,1,0
disəx.TextGrid,CVCax,,,,,,1,2,1
disəx.TextGrid,CVCax,i,185.7692308,336.1454494,1780.18123,2844.947009,2,1,0
disəx.TextGrid,CVCax,ə,26.53846154,426.4690808,1006.983716,2923.304633,2,2,1
diʃəx.TextGrid,CVCax,i,149.0236382,355.1025376,1644.020473,2740.300688,1,1,0
diʃəx.TextGrid,CVCax,ə,53.44295992,530.4476101,1263.724342,2535.350878,1,2,1
diʃəx.TextGrid,CVCax,i,190.9090909,354.3197907,1782.091434,2907.243345,2,1,0
diʃəx.TextGrid,CVCax,ə,91.73553719,512.8786109,1408.020614,2625.16908,2,2,1
doʃəx.TextGrid,CVCax,o,185.0649351,520.9784509,1432.161945,2562.373487,1,1,0
doʃəx.TextGrid,CVCax,ə,40.04329004,403.7134506,1102.111711,2400.535025,1,2,1
doʃəx.TextGrid,CVCax,o,284.6938776,446.8851545,1345.811156,2574.925728,2,1,0
doʃəx.TextGrid,CVCax,ə,64.28571429,486.1575131,1440.302198,2813.661191,2,2,1
doʃəx-2.TextGrid,CVCax,o,181.6386969,505.4558198,1514.138909,2837.565092,1,1,0
doʃəx-2.TextGrid,CVCax,ə,54.29417572,578.4300585,1579.70264,2788.445716,1,2,1
doʃəx-2.TextGrid,CVCax,o,176.344086,491.6876558,1487.963451,2787.83324,2,1,0
doʃəx-2.TextGrid,CVCax,ə,59.13978495,446.6182461,1252.034172,2420.346926,2,2,1
faxtəx.TextGrid,CaxCax,a,76.59574468,610.1497349,1286.312058,2651.854155,1,1,1
faxtəx.TextGrid,CaxCax,ə,64.89361702,569.3194481,1565.744749,2841.846802,1,2,0
faxtəx.TextGrid,CaxCax,a,138.028169,556.5033933,1309.696571,2495.202601,2,1,1
faxtəx.TextGrid,CaxCax,ə,59.15492958,522.5858604,1175.521421,2430.806411,2,2,0
faxtəx-2.TextGrid,CaxCax,a,121.5351812,692.8424249,1480.996903,2694.936219,1,1,1
faxtəx-2.TextGrid,CaxCax,ə,99.14712154,553.1854322,1376.975897,2353.558034,1,2,0
faxtəx-2.TextGrid,CaxCax,a,136.7256637,683.9307532,1509.237537,2822.869761,2,1,1
faxtəx-2.TextGrid,CaxCax,ə,91.59292035,462.6598987,1225.433641,2483.52466,2,2,0
faxtəx-3.TextGrid,CaxCax,a,53.01455301,576.5653123,1297.556802,2954.710584,1,1,1
faxtəx-3.TextGrid,CaxCax,ə,15.59251559,518.6248642,861.6312238,2095.918146,1,2,0
faxtəx-3.TextGrid,CaxCax,a,122.2748815,716.1348248,1437.613329,2789.366067,2,1,1
faxtəx-3.TextGrid,CaxCax,ə,108.056872,583.2003352,1309.013276,2727.055459,2,2,0
fa:səx.TextGrid,CV:Cax,a:,164.8351648,618.6895603,1279.725274,2483.849834,1,1,1
fa:səx.TextGrid,CV:Cax,ə,22.97702298,507.9096407,960.3904617,3027.879798,1,2,0
fa:səx.TextGrid,CV:Cax,a:,235.0230415,551.2763885,1354.292908,2458.909716,2,1,1
fa:səx.TextGrid,CV:Cax,ə,76.03686636,524.9548329,1291.558118,2997.048729,2,2,0
fa:səx-2.TextGrid,CV:Cax,a:,152.872444,693.5619268,1627.436634,2636.918186,1,1,1
fa:səx-2.TextGrid,CV:Cax,ə,57.44888023,566.5897009,1348.392518,2417.510858,1,2,0
fa:səx-2.TextGrid,CV:Cax,a:,219.7368421,584.2992931,1345.129043,2421.771379,2,1,1
fa:səx-2.TextGrid,CV:Cax,ə,39.47368421,367.8570412,923.2177425,3165.670358,2,2,0
fa:səx-3.TextGrid,CV:Cax,a:,162.530024,513.2131663,1128.012037,2509.149078,1,1,1
fa:səx-3.TextGrid,CV:Cax,ə,22.41793435,647.0140275,1679.17845,3127.507233,1,2,0
fa:səx-3.TextGrid,CV:Cax,a:,180.4270463,528.6940497,1232.05203,2559.499646,2,1,1
fa:səx-3.TextGrid,CV:Cax,ə,35.23131673,463.9240318,1125.41765,2677.24746,2,2,0
fatəx.TextGrid,CVCax,a,76.74597084,533.6247526,1516.610808,2833.241191,1,1,0
fatəx.TextGrid,CVCax,ə,25.32617038,614.365273,1567.926307,2828.156237,1,2,1
fatəx.TextGrid,CVCax,a,129.6943231,512.1972163,1545.966345,2746.062047,2,1,0
fatəx.TextGrid,CVCax,ə,69.43231441,573.7131852,1468.870171,2724.087712,2,2,1
fatəx-2.TextGrid,CVCax,a,139.2265193,607.7422605,1475.863341,2672.339002,1,1,0
fatəx-2.TextGrid,CVCax,ə,71.82320442,631.5007977,1789.798994,2844.357051,1,2,1
fatəx-2.TextGrid,CVCax,a,138.9344262,582.9603716,1569.312723,2897.10404,2,1,0
fatəx-2.TextGrid,CVCax,ə,60.24590164,484.0782935,1254.841674,2560.069125,2,2,1
fatəx-3.TextGrid,CVCax,a,120.6313416,585.807283,1520.636375,2556.563513,1,1,0
fatəx-3.TextGrid,CVCax,ə,99.210823,604.1354207,1734.090069,2915.767362,1,2,1
fatəx-3.TextGrid,CVCax,a,144,545.3482388,1755.557932,3003.299845,2,1,0
fatəx-3.TextGrid,CVCax,ə,84,498.9853745,1322.491754,2457.406874,2,2,1
fəsu:.TextGrid,CVCV:,ə,62.69270298,450.5035793,1320.339903,2662.513818,1,1,0
fəsu:.TextGrid,CVCV:,u:,309.352518,288.7049663,1252.749256,2588.866907,1,2,1
fəsu:.TextGrid,CVCV:,ə,61.25,464.3782394,1394.99531,2591.669027,2,1,0
fəsu:.TextGrid,CVCV:,u:,300,351.6071586,1171.500961,2742.118651,2,2,1
fəsu:-2.TextGrid,CVCV:,ə,91.51785714,617.1060022,1479.028328,2539.304868,1,1,0
fəsu:-2.TextGrid,CVCV:,u:,367.1875,360.4747718,1148.602638,2754.701817,1,2,1
fəsu:-2.TextGrid,CVCV:,ə,103.8022814,471.3544808,1464.118369,2744.069361,2,1,0
fəsu:-2.TextGrid,CVCV:,u:,217.8707224,366.4694892,1249.81378,2589.703317,2,2,1
fəsu:-3.TextGrid,CVCV:,ə,49.09560724,570.1869558,1656.877644,2623.6408,1,1,0
fəsu:-3.TextGrid,CVCV:,u:,253.2299742,385.3349578,1333.482455,2693.071959,1,2,1
fəsu:-3.TextGrid,CVCV:,ə,81.37651822,547.4745628,1435.723202,2635.043619,2,1,0
fəsu:-3.TextGrid,CVCV:,u:,225.9109312,386.2037441,1267.201261,2512.413925,2,2,1
ga:fəx.TextGrid,CV:Cax,a:,192.4398625,539.917618,1356.519354,2629.220659,1,1,1
ga:fəx.TextGrid,CV:Cax,ə,37.80068729,569.3640204,1051.274802,2534.536203,1,2,0
ga:fəx.TextGrid,CV:Cax,a:,215.5893536,565.8081005,1158.573623,2636.009481,2,1,1
ga:fəx.TextGrid,CV:Cax,ə,53.6121673,511.9408411,1169.853068,2693.437253,2,2,0
ga:fəx-2.TextGrid,CV:Cax,a:,244.6700508,477.936827,1366.628015,2437.463789,1,1,1
ga:fəx-2.TextGrid,CV:Cax,ə,52.79187817,526.9476273,1224.114765,2507.37926,1,2,0
ga:fəx-2.TextGrid,CV:Cax,a:,293.5344828,476.4352845,1450.936056,2541.099447,2,1,1
ga:fəx-2.TextGrid,CV:Cax,ə,90.51724138,569.5726784,1340.55725,2678.792875,2,2,0
ga:fəx-3.TextGrid,CV:Cax,a:,220.9543568,595.949204,1557.546289,2605.891775,1,1,1
ga:fəx-3.TextGrid,CV:Cax,ə,70.53941909,618.4527732,1620.700945,2740.657797,1,2,0
ga:fəx-3.TextGrid,CV:Cax,a:,204.4067797,679.1552032,1405.360553,2694.834664,2,1,1
ga:fəx-3.TextGrid,CV:Cax,ə,72.20338983,730.3694724,2022.584882,3325.722053,2,2,0
gaxto:.TextGrid,CaxCV:,a,56.48148148,505.3919943,1452.608189,2904.866157,1,1,0
gaxto:.TextGrid,CaxCV:,o:,219.4444444,403.0912363,1020.712443,2741.128761,1,2,1
gaxto:.TextGrid,CaxCV:,a,79.33884298,644.6759048,1499.216893,2710.956029,2,1,0
gaxto:.TextGrid,CaxCV:,o:,171.0743802,434.0917287,955.4995604,3034.33553,2,2,1
gaxto:-2.TextGrid,CaxCV:,a,108.9536138,567.4749974,1458.523228,2747.936512,1,1,0
gaxto:-2.TextGrid,CaxCV:,o:,433.6569579,466.5084927,1336.292933,2681.335452,1,2,1
gaxto:-2.TextGrid,CaxCV:,a,119.7718631,716.5424736,1739.571122,2905.341187,2,1,0
gaxto:-2.TextGrid,CaxCV:,o:,295.4372624,426.6343704,1168.930974,2630.416952,2,2,1
gaxto:-3.TextGrid,CaxCV:,a,130.9794989,697.0509327,1614.64949,2798.399942,1,1,0
gaxto:-3.TextGrid,CaxCV:,o:,291.571754,518.8295072,1257.209996,2372.765719,1,2,1
gaxto:-3.TextGrid,CaxCV:,a,108.8328076,702.455239,1598.308838,2738.708466,2,1,0
gaxto:-3.TextGrid,CaxCV:,o:,224.2902208,419.6522914,1127.706963,2638.493971,2,2,1
gətax.TextGrid,CVCax,ə,44.397463,413.5183094,1467.527895,3026.437276,1,1,0
gətax.TextGrid,CVCax,a,128.9640592,730.4052469,1590.061708,2903.551095,1,2,1
gətax.TextGrid,CVCax,ə,34.30493274,444.6404286,1412.719495,2696.796165,2,1,0
gətax.TextGrid,CVCax,a,111.6591928,644.4375036,1483.346467,2655.042581,2,2,1
gətax-2.TextGrid,CVCax,ə,40.15296367,453.3669716,1593.067392,2936.946029,1,1,0
gətax-2.TextGrid,CVCax,a,125.2390057,768.3157461,1606.803404,2770.694582,1,2,1
gətax-2.TextGrid,CVCax,ə,65.33333333,424.747916,1404.3153,2857.004213,2,1,0
gətax-2.TextGrid,CVCax,a,173.3333333,692.6769302,1745.744076,2941.164919,2,2,1
gətax-3.TextGrid,CVCax,ə,48.04804805,514.8926715,1612.898714,3074.215322,1,1,0
gətax-3.TextGrid,CVCax,a,108.1081081,703.7504028,1613.743557,2895.520504,1,2,1
gətax-3.TextGrid,CVCax,ə,45.38745387,561.1971143,1664.774072,3085.921346,2,1,0
gətax-3.TextGrid,CVCax,a,143.9114391,665.4531592,1546.268959,2811.68043,2,2,1
hakə.TextGrid,CVCV,a,92.8319624,510.975469,1456.292273,2683.237346,1,1,1
hakə.TextGrid,CVCV,ə,113.9835488,433.9644218,1601.065841,2971.876734,1,2,0
hakə.TextGrid,CVCV,a,103.6764706,566.5134136,1499.931749,2802.752801,2,1,1
hakə.TextGrid,CVCV,ə,112.5,426.9370097,1403.408451,2799.995305,2,2,0
hakə-2.TextGrid,CVCV,a,74.14448669,621.9296585,1454.678358,2519.868357,1,1,1
hakə-2.TextGrid,CVCV,ə,111.21673,393.4726977,1395.284789,2735.351574,1,2,0
hakə-2.TextGrid,CVCV,a,106.5306122,566.5494838,1520.487603,2367.961695,2,1,1
hakə-2.TextGrid,CVCV,ə,88.16326531,382.1066351,1261.857835,2667.299831,2,2,0
hakə-3.TextGrid,CVCV,a,101.1743451,610.2369784,1183.636644,2843.236574,1,1,1
hakə-3.TextGrid,CVCV,ə,103.8843722,460.0272983,1475.823713,2672.596876,1,2,0
hakə-3.TextGrid,CVCV,a,134.375,681.8262565,1513.369351,2765.143165,2,1,1
hakə-3.TextGrid,CVCV,ə,103.125,704.9748517,1973.35647,3024.47029,2,2,0
hitəx.TextGrid,CVCax,i,58.46422339,287.4059281,1875.998543,2541.180869,1,1,0
hitəx.TextGrid,CVCax,ə,92.495637,576.4150241,1418.566674,2628.703055,1,2,1
hitəx.TextGrid,CVCax,i,75,304.2696181,1731.577839,2516.939209,2,1,0
hitəx.TextGrid,CVCax,ə,69.48529412,581.3143955,1385.352001,2652.731647,2,2,1
hitəx-2.TextGrid,CVCax,i,36.900369,296.7112594,1546.328541,3025.727999,1,1,0
hitəx-2.TextGrid,CVCax,ə,84.87084871,718.4407312,1667.423538,2855.274909,1,2,1
hitəx-2.TextGrid,CVCax,i,102.4096386,327.4642608,1598.536786,2741.823145,2,1,0
hitəx-2.TextGrid,CVCax,ə,120.4819277,566.0009148,1365.186014,2543.939094,2,2,1
hitəx-3.TextGrid,CVCax,i,61.13989637,338.4215785,1796.911688,2991.157033,1,1,0
hitəx-3.TextGrid,CVCax,ə,61.13989637,596.5599317,1625.799807,2940.865052,1,2,1
hitəx-3.TextGrid,CVCax,i,78.37837838,372.1016108,1428.303968,2733.233474,2,1,0
hitəx-3.TextGrid,CVCax,ə,100,558.1357452,1370.638515,2638.277059,2,2,1
hu:təx.TextGrid,CV:Cax,u:,98.39572193,370.0978931,1204.53768,2678.667586,1,1,1
hu:təx.TextGrid,CV:Cax,ə,93.04812834,519.2642807,1316.828935,2363.039649,1,2,0
hu:təx.TextGrid,CV:Cax,u:,110.0917431,364.5606378,1134.879598,2462.521855,2,1,1
hu:təx.TextGrid,CV:Cax,ə,70.64220183,566.399065,1314.839299,2679.257836,2,2,0
hu:təx-2.TextGrid,CV:Cax,u:,86.87258687,528.2976797,1425.492406,2398.825349,1,1,1
hu:təx-2.TextGrid,CV:Cax,ə,77.22007722,670.2220297,1588.789952,2821.475017,1,2,0
hu:təx-2.TextGrid,CV:Cax,u:,122.4,400.7422517,1356.713131,2585.149596,2,1,1
hu:təx-2.TextGrid,CV:Cax,ə,117.6,560.4056596,1342.460348,2644.785578,2,2,0
hu:təx-3.TextGrid,CV:Cax,u:,69,565.589193,1355.284588,2446.375222,1,1,1
hu:təx-3.TextGrid,CV:Cax,ə,68,661.9443219,1653.671454,2783.91382,1,2,0
hu:təx-3.TextGrid,CV:Cax,u:,150,425.2154175,1246.442098,2693.632669,2,1,1
hu:təx-3.TextGrid,CV:Cax,ə,120.2479339,509.1799803,1267.877459,2623.786966,2,2,0
lʲaxtəx.TextGrid,CaxCax,a,96.91629956,646.3054734,1582.013048,2762.620258,1,1,1
lʲaxtəx.TextGrid,CaxCax,ə,52.86343612,643.9422941,1568.670442,2841.672169,1,2,0
lʲaxtəx.TextGrid,CaxCax,a,160.4278075,648.6597987,1558.319952,2963.569988,2,1,1
lʲaxtəx.TextGrid,CaxCax,ə,56.14973262,415.202595,1050.178917,2514.100182,2,2,0
lʲaxtəx-2.TextGrid,CaxCax,a,61.36950904,730.5985367,1669.290824,2850.04895,1,1,1
lʲaxtəx-2.TextGrid,CaxCax,ə,47.80361757,632.3074549,1577.615159,2583.435596,1,2,0
lʲaxtəx-2.TextGrid,CaxCax,a,58.42450766,561.0889103,1377.320788,2676.467976,2,1,1
lʲaxtəx-2.TextGrid,CaxCax,ə,51.20350109,572.8764707,1309.948241,2736.206462,2,2,0
lʲaxtəx-3.TextGrid,CaxCax,a,112.1177803,792.7958779,1616.724098,2508.951701,1,1,1
lʲaxtəx-3.TextGrid,CaxCax,ə,70.21517554,564.8164161,1565.740269,2859.333086,1,2,0
lʲaxtəx-3.TextGrid,CaxCax,a,171.8918919,786.7663706,1851.890652,3002.306452,2,1,1
lʲaxtəx-3.TextGrid,CaxCax,ə,108.6486486,554.2284717,1392.540145,2687.442712,2,2,0
pa:pə.TextGrid,CV:CV,a:,247.5845411,718.4180466,1433.377236,2655.900193,1,1,1
pa:pə.TextGrid,CV:CV,ə,129.2270531,561.6767524,1392.085862,2710.911626,1,2,0
pa:pə.TextGrid,CV:CV,a:,272.1311475,598.4407888,1416.049241,2391.370443,2,1,1
pa:pə.TextGrid,CV:CV,ə,119.6721311,412.9591339,1064.615541,2760.757943,2,2,0
pa:pə-2.TextGrid,CV:CV,a:,190.5252317,623.0967488,1157.24315,2225.47253,1,1,1
pa:pə-2.TextGrid,CV:CV,ə,140.061792,463.0434183,1345.050682,2601.541232,1,2,0
pa:pə-2.TextGrid,CV:CV,a:,145.0980392,677.6323377,1176.205035,2238.748447,2,1,1
pa:pə-2.TextGrid,CV:CV,ə,101.9607843,494.3298253,1227.556638,2732.388753,2,2,0
pa:pə-3.TextGrid,CV:CV,a:,138.9413989,682.0989798,1440.005647,2643.560661,1,1,1
pa:pə-3.TextGrid,CV:CV,ə,104.9149338,500.1603882,1264.962645,2682.285313,1,2,0
pa:pə-3.TextGrid,CV:CV,a:,178.021978,601.8663557,1396.004665,2515.230519,2,1,1
pa:pə-3.TextGrid,CV:CV,ə,,500.3985549,1545.797644,2850.972779,2,2,0
pa:ti:.TextGrid,CV:CV:,a:,94.60243761,626.2008402,1306.887356,2568.432119,1,1,1
pa:ti:.TextGrid,CV:CV:,i:,198.4910041,301.9042177,2073.298989,3110.066882,1,2,0
pa:ti:.TextGrid,CV:CV:,a:,216.9014085,582.9113656,1185.397238,2711.777064,2,1,1
pa:ti:.TextGrid,CV:CV:,i:,253.5211268,321.1579048,2035.689749,2866.085468,2,2,0
pa:ti:-2.TextGrid,CV:CV:,a:,159.6194503,702.598855,1681.662441,2648.634874,1,1,1
pa:ti:-2.TextGrid,CV:CV:,i:,427.0613108,310.5239598,2091.369832,3016.401688,1,2,0
pa:ti:-2.TextGrid,CV:CV:,a:,194.4206009,594.601831,1402.290621,2575.644726,2,1,1
pa:ti:-2.TextGrid,CV:CV:,i:,262.6609442,329.1550195,1763.216699,2842.227822,2,2,0
pa:ti:-3.TextGrid,CV:CV:,a:,167.7927928,688.8683427,1545.624618,2470.708491,1,1,1
pa:ti:-3.TextGrid,CV:CV:,i:,297.2972973,317.3180701,2081.429075,3191.098165,1,2,0
pa:ti:-3.TextGrid,CV:CV:,a:,201.8691589,649.352074,1509.715468,2567.106574,2,1,1
pa:ti:-3.TextGrid,CV:CV:,i:,234.1121495,319.3403166,1845.538973,3032.1269,2,2,0
paxtə.TextGrid,CaxCV,a,70.77205882,781.1006545,1775.138783,3158.960864,1,1,1
paxtə.TextGrid,CaxCV,ə,98.34558824,496.4835919,1440.867016,2720.324171,1,2,0
paxtə.TextGrid,CaxCV,a,93.01310044,711.0226524,1558.527764,2909.039824,2,1,1
paxtə.TextGrid,CaxCV,ə,140.1746725,391.5177829,1442.126082,2756.359879,2,2,0
paxtə-2.TextGrid,CaxCV,a,61.00217865,951.4797319,2025.205925,3230.377324,1,1,1
paxtə-2.TextGrid,CaxCV,ə,159.0413943,647.3010552,1774.816639,2988.978936,1,2,0
paxtə-2.TextGrid,CaxCV,a,155.7142857,741.121795,1645.254968,2791.982491,2,1,1
paxtə-2.TextGrid,CaxCV,ə,165.7142857,554.9250584,1532.420891,2900.352787,2,2,0
paxtə-3.TextGrid,CaxCV,a,138.5729059,837.9869898,1708.110293,2932.360986,1,1,1
paxtə-3.TextGrid,CaxCV,ə,143.7435367,668.7007363,1669.166731,2801.49792,1,2,0
paxtə-3.TextGrid,CaxCV,a,147.9069767,720.5189186,1696.563643,2744.675816,2,1,1
paxtə-3.TextGrid,CaxCV,ə,142.3255814,585.4101096,1689.059811,2964.114078,2,2,0
paxtəx.TextGrid,CaxCax,a,71.99211045,807.1428035,2108.838929,3020.540236,1,1,1
paxtəx.TextGrid,CaxCax,ə,45.36489152,515.7569672,1142.326825,2671.549885,1,2,0
paxtəx.TextGrid,CaxCax,a,86.45833333,666.152342,1538.252879,2806.879824,2,1,1
paxtəx.TextGrid,CaxCax,ə,69.79166667,440.8936698,1222.076502,2650.695575,2,2,0
paxtəx-2.TextGrid,CaxCax,a,102.2267206,674.6865917,1217.110731,2653.932377,1,1,1
paxtəx-2.TextGrid,CaxCax,ə,96.15384615,571.3106742,1538.777525,2733.490533,1,2,0
paxtəx-2.TextGrid,CaxCax,a,116.3793103,857.9623785,1837.253502,2996.692268,2,1,1
paxtəx-2.TextGrid,CaxCax,ə,117.6724138,634.4138609,1679.331074,2769.207339,2,2,0
paxtəx-3.TextGrid,CaxCax,a,74.39613527,763.6730809,1580.223359,2792.582799,1,1,1
paxtəx-3.TextGrid,CaxCax,ə,83.09178744,649.7391847,1594.128003,2502.83406,1,2,0
paxtəx-3.TextGrid,CaxCax,a,129.9107143,790.9123274,1720.013293,3044.797521,2,1,1
paxtəx-3.TextGrid,CaxCax,ə,91.07142857,461.500851,1270.846929,2449.7115,2,2,0
paxti:.TextGrid,CaxCV:,a,92.55319149,600.8454253,1303.41689,2455.145041,1,1,0
paxti:.TextGrid,CaxCV:,i:,193.6170213,355.1057411,1798.220483,2892.550271,1,2,1
paxti:.TextGrid,CaxCV:,a,145.5696203,709.754502,1491.019888,2900.935863,2,1,0
paxti:.TextGrid,CaxCV:,i:,197.4683544,355.849195,1803.199244,2808.446865,2,2,1
paxti:-2.TextGrid,CaxCV:,a,94.53781513,818.4867255,1534.615486,2626.626966,1,1,0
paxti:-2.TextGrid,CaxCV:,i:,233.1932773,329.4418378,1996.508546,2829.92701,1,2,1
paxti:-2.TextGrid,CaxCV:,a,115.0862069,709.9386671,1594.375844,2504.625291,2,1,0
paxti:-2.TextGrid,CaxCV:,i:,232.7586207,377.5749409,1541.251893,2792.839626,2,2,1
paxti:-3.TextGrid,CaxCV:,a,137.603796,752.6314733,1546.269921,2687.871698,1,1,0
paxti:-3.TextGrid,CaxCV:,i:,429.4187426,299.6573715,1790.601995,2676.39546,1,2,1
paxti:-3.TextGrid,CaxCV:,a,99.20318725,609.1501466,1481.274787,2644.393945,2,1,0
paxti:-3.TextGrid,CaxCV:,i:,331.0756972,351.1876786,1912.582403,2831.069436,2,2,1
pi:sə.TextGrid,CV:CV,i:,127.5510204,235.1313104,2115.243844,3106.466621,1,1,1
pi:sə.TextGrid,CV:CV,ə,107.1428571,399.0389518,1209.020342,2987.086409,1,2,0
pi:sə.TextGrid,CV:CV,i:,138.7665198,284.1108121,1849.667948,3016.803548,2,1,1
pi:sə.TextGrid,CV:CV,ə,103.0837004,238.1674762,1312.310319,2674.002631,2,2,0
pi:sə-2.TextGrid,CV:CV,i:,124.5551601,248.8997546,1957.983235,2972.254059,1,1,1
pi:sə-2.TextGrid,CV:CV,ə,87.78173191,401.721016,1260.342353,2767.294993,1,2,0
pi:sə-2.TextGrid,CV:CV,i:,132.038835,262.7305265,2087.99024,3038.489618,2,1,1
pi:sə-2.TextGrid,CV:CV,ə,74.75728155,395.6158674,1301.53907,2795.417919,2,2,0
pi:sə-3.TextGrid,CV:CV,i:,127.5088548,254.0335791,2092.073796,2725.179601,1,1,1
pi:sə-3.TextGrid,CV:CV,ə,92.08972845,410.8350155,1364.093199,2789.719499,1,2,0
pi:sə-3.TextGrid,CV:CV,i:,159.8253275,297.5633738,1868.171134,2980.338879,2,1,1
pi:sə-3.TextGrid,CV:CV,ə,95.63318777,328.1485103,1271.141278,2706.088682,2,2,0
po:kə.TextGrid,CV:CV,o:,138.6934673,489.8578425,1425.482356,2827.408073,1,1,1
po:kə.TextGrid,CV:CV,ə,144.7236181,474.7665061,1222.557177,2832.581408,1,2,0
po:kə.TextGrid,CV:CV,o:,135.3535354,433.3063472,1112.88223,2350.053013,2,1,1
po:kə.TextGrid,CV:CV,ə,73.73737374,445.6411223,1150.872081,2841.314558,2,2,0
po:kə-2.TextGrid,CV:CV,o:,146.0885957,587.4603393,1605.988828,2558.20997,1,1,1
po:kə-2.TextGrid,CV:CV,ə,147.0311027,464.3714072,1306.784289,2685.549106,1,2,0
po:kə-2.TextGrid,CV:CV,o:,186.8852459,526.7678486,1596.885817,2333.802567,2,1,1
po:kə-2.TextGrid,CV:CV,ə,137.704918,416.0183323,1166.336235,2709.180249,2,2,0
