file,shape,vowel,F1,F2,F3,frame,syllable,stress
fatach-2,CVCax,ə,484.0782935,1254.841674,2560.069125,2,2,1
fatach-3,CVCax,a,585.807283,1520.636375,2556.563513,1,1,0
fatach-3,CVCax,ə,604.1354207,1734.090069,2915.767362,1,2,1
fatach-3,CVCax,a,545.3482388,1755.557932,3003.299845,2,1,0
fatach-3,CVCax,ə,498.9853745,1322.491754,2457.406874,2,2,1
fatach,CVCax,a,533.6247526,1516.610808,2833.241191,1,1,0
fatach,CVCax,ə,614.365273,1567.926307,2828.156237,1,2,1
fatach,CVCax,a,512.1972163,1545.966345,2746.062047,2,1,0
fatach,CVCax,ə,573.7131852,1468.870171,2724.087712,2,2,1
fosuu-2,CVCVː,ə,617.1060022,1479.028328,2539.304868,1,1,0
fosuu-2,CVCVː,u:,360.4747718,1148.602638,2754.701817,1,2,1
fosuu-2,CVCVː,ə,471.3544808,1464.118369,2744.069361,2,1,0
fosuu-2,CVCVː,u:,366.4694892,1249.81378,2589.703317,2,2,1
fosuu-3,CVCVː,ə,570.1869558,1656.877644,2623.6408,1,1,0
fosuu-3,CVCVː,u:,385.3349578,1333.482455,2693.071959,1,2,1
fosuu-3,CVCVː,ə,547.4745628,1435.723202,2635.043619,2,1,0
fosuu-3,CVCVː,u:,386.2037441,1267.201261,2512.413925,2,2,1
fosuu,CVCVː,ə,450.5035793,1320.339903,2662.513818,1,1,0
fosuu,CVCVː,u:,288.7049663,1252.749256,2588.866907,1,2,1
fosuu,CVCVː,ə,464.3782394,1394.99531,2591.669027,2,1,0
fosuu,CVCVː,u:,351.6071586,1171.500961,2742.118651,2,2,1
gaafach-2,CvːCax,a:,477.936827,1366.628015,2437.463789,1,1,1
gaafach-2,CvːCax,ə,526.9476273,1224.114765,2507.37926,1,2,0
gaafach-2,CvːCax,a:,476.4352845,1450.936056,2541.099447,2,1,1
gaafach-2,CvːCax,ə,569.5726784,1340.55725,2678.792875,2,2,0
gaafach-3,CvːCax,a:,595.949204,1557.546289,2605.891775,1,1,1
gaafach-3,CvːCax,ə,618.4527732,1620.700945,2740.657797,1,2,0
gaafach-3,CvːCax,a:,679.1552032,1405.360553,2694.834664,2,1,1
gaafach-3,CvːCax,ə,730.3694724,2022.584882,3325.722053,2,2,0
gaafach,CvːCax,a:,539.917618,1356.519354,2629.220659,1,1,1
gaafach,CvːCax,ə,569.3640204,1051.274802,2534.536203,1,2,0
gaafach,CvːCax,a:,565.8081005,1158.573623,2636.009481,2,1,1
gaafach,CvːCax,ə,511.9408411,1169.853068,2693.437253,2,2,0
gachtoo-2,CaxCVː,a,567.4749974,1458.523228,2747.936512,1,1,0
gachtoo-2,CaxCVː,o:,466.5084927,1336.292933,2681.335452,1,2,1
gachtoo-2,CaxCVː,a,716.5424736,1739.571122,2905.341187,2,1,0
gachtoo-2,CaxCVː,o:,426.6343704,1168.930974,2630.416952,2,2,1
gachtoo-3,CaxCVː,a,697.0509327,1614.64949,2798.399942,1,1,0
gachtoo-3,CaxCVː,o:,518.8295072,1257.209996,2372.765719,1,2,1
gachtoo-3,CaxCVː,a,702.455239,1598.308838,2738.708466,2,1,0
gachtoo-3,CaxCVː,o:,419.6522914,1127.706963,2638.493971,2,2,1
gachtoo,CaxCVː,a,505.3919943,1452.608189,2904.866157,1,1,0
gachtoo,CaxCVː,o:,403.0912363,1020.712443,2741.128761,1,2,1
gachtoo,CaxCVː,a,644.6759048,1499.216893,2710.956029,2,1,0
gachtoo,CaxCVː,o:,434.0917287,955.4995604,3034.33553,2,2,1
gotach-2,CVCax,ə,453.3669716,1593.067392,2936.946029,1,1,0
gotach-2,CVCax,a,768.3157461,1606.803404,2770.694582,1,2,1
gotach-2,CVCax,ə,424.747916,1404.3153,2857.004213,2,1,0
gotach-2,CVCax,a,692.6769302,1745.744076,2941.164919,2,2,1
gotach-3,CVCax,ə,514.8926715,1612.898714,3074.215322,1,1,0
gotach-3,CVCax,a,703.7504028,1613.743557,2895.520504,1,2,1
gotach-3,CVCax,ə,561.1971143,1664.774072,3085.921346,2,1,0
gotach-3,CVCax,a,665.4531592,1546.268959,2811.68043,2,2,1
gotach,CVCax,ə,413.5183094,1467.527895,3026.437276,1,1,0
gotach,CVCax,a,730.4052469,1590.061708,2903.551095,1,2,1
gotach,CVCax,ə,444.6404286,1412.719495,2696.796165,2,1,0
gotach,CVCax,a,644.4375036,1483.346467,2655.042581,2,2,1
haca-2,CVCV,a,621.9296585,1454.678358,2519.868357,1,1,1
haca-2,CVCV,ə,393.4726977,1395.284789,2735.351574,1,2,0
haca-2,CVCV,a,566.5494838,1520.487603,2367.961695,2,1,1
haca-2,CVCV,ə,382.1066351,1261.857835,2667.299831,2,2,0
haca-3,CVCV,a,610.2369784,1183.636644,2843.236574,1,1,1
haca-3,CVCV,ə,460.0272983,1475.823713,2672.596876,1,2,0
haca-3,CVCV,a,681.8262565,1513.369351,2765.143165,2,1,1
haca-3,CVCV,ə,704.9748517,1973.35647,3024.47029,2,2,0
haca,CVCV,a,510.975469,1456.292273,2683.237346,1,1,1
haca,CVCV,ə,433.9644218,1601.065841,2971.876734,1,2,0
haca,CVCV,a,566.5134136,1499.931749,2802.752801,2,1,1
haca,CVCV,ə,426.9370097,1403.408451,2799.995305,2,2,0
hitach-2,CVCax,i,296.7112594,1546.328541,3025.727999,1,1,0
hitach-2,CVCax,ə,718.4407312,1667.423538,2855.274909,1,2,1
hitach-2,CVCax,i,327.4642608,1598.536786,2741.823145,2,1,0
hitach-2,CVCax,ə,566.0009148,1365.186014,2543.939094,2,2,1
hitach-3,CVCax,i,338.4215785,1796.911688,2991.157033,1,1,0
hitach-3,CVCax,ə,596.5599317,1625.799807,2940.865052,1,2,1
hitach-3,CVCax,i,372.1016108,1428.303968,2733.233474,2,1,0
hitach-3,CVCax,ə,558.1357452,1370.638515,2638.277059,2,2,1
hitach,CVCax,i,287.4059281,1875.998543,2541.180869,1,1,0
hitach,CVCax,ə,576.4150241,1418.566674,2628.703055,1,2,1
hitach,CVCax,i,304.2696181,1731.577839,2516.939209,2,1,0
hitach,CVCax,ə,581.3143955,1385.352001,2652.731647,2,2,1
huutach-2,CvːCax,u:,528.2976797,1425.492406,2398.825349,1,1,1
huutach-2,CvːCax,ə,670.2220297,1588.789952,2821.475017,1,2,0
huutach-2,CvːCax,u:,400.7422517,1356.713131,2585.149596,2,1,1
huutach-2,CvːCax,ə,560.4056596,1342.460348,2644.785578,2,2,0
huutach-3,CvːCax,u:,565.589193,1355.284588,2446.375222,1,1,1
huutach-3,CvːCax,ə,661.9443219,1653.671454,2783.91382,1,2,0
huutach-3,CvːCax,u:,425.2154175,1246.442098,2693.632669,2,1,1
huutach-3,CvːCax,ə,509.1799803,1267.877459,2623.786966,2,2,0
huutach,CvːCax,u:,370.0978931,1204.53768,2678.667586,1,1,1
huutach,CvːCax,ə,519.2642807,1316.828935,2363.039649,1,2,0
huutach,CvːCax,u:,364.5606378,1134.879598,2462.521855,2,1,1
huutach,CvːCax,ə,566.399065,1314.839299,2679.257836,2,2,0
leachtach-2,CaxCax,a,730.5985367,1669.290824,2850.04895,1,1,1
leachtach-2,CaxCax,ə,632.3074549,1577.615159,2583.435596,1,2,0
leachtach-2,CaxCax,a,561.0889103,1377.320788,2676.467976,2,1,1
leachtach-2,CaxCax,ə,572.8764707,1309.948241,2736.206462,2,2,0
leachtach-3,CaxCax,æ,792.7958779,1616.724098,2508.951701,1,1,1
leachtach-3,CaxCax,ə,564.8164161,1565.740269,2859.333086,1,2,0
leachtach-3,CaxCax,æ,786.7663706,1851.890652,3002.306452,2,1,1
leachtach-3,CaxCax,ə,554.2284717,1392.540145,2687.442712,2,2,0
leachtach,CaxCax,æ,646.3054734,1582.013048,2762.620258,1,1,1
leachtach,CaxCax,ə,643.9422941,1568.670442,2841.672169,1,2,0
leachtach,CaxCax,æ,648.6597987,1558.319952,2963.569988,2,1,1
leachtach,CaxCax,ə,415.202595,1050.178917,2514.100182,2,2,0
paapa-2,CVːCV,a,623.0967488,1157.24315,2225.47253,1,1,1
paapa-2,CVːCV,ə,463.0434183,1345.050682,2601.541232,1,2,0
paapa-2,CVːCV,a:,677.6323377,1176.205035,2238.748447,2,1,1
paapa-2,CVːCV,ə,494.3298253,1227.556638,2732.388753,2,2,0
paapa-3,CVːCV,a:,682.0989798,1440.005647,2643.560661,1,1,1
paapa-3,CVːCV,ə,500.1603882,1264.962645,2682.285313,1,2,0
paapa-3,CVːCV,a:,601.8663557,1396.004665,2515.230519,2,1,1
paapa-3,CVːCV,ə,500.3985549,1545.797644,2850.972779,2,2,0
paapa,CVːCV,a:,718.4180466,1433.377236,2655.900193,1,1,1
paapa,CVːCV,ə,561.6767524,1392.085862,2710.911626,1,2,0
paapa,CVːCV,a:,598.4407888,1416.049241,2391.370443,2,1,1
paapa,CVːCV,ə,412.9591339,1064.615541,2760.757943,2,2,0
paatii-2,CVːCVː,a:,702.598855,1681.662441,2648.634874,1,1,1
paatii-2,CVːCVː,i:,310.5239598,2091.369832,3016.401688,1,2,0
paatii-2,CVːCVː,a:,594.601831,1402.290621,2575.644726,2,1,1
paatii-2,CVːCVː,i:,329.1550195,1763.216699,2842.227822,2,2,0
paatii-3,CVːCVː,a:,688.8683427,1545.624618,2470.708491,1,1,1
paatii-3,CVːCVː,i:,317.3180701,2081.429075,3191.098165,1,2,0
paatii-3,CVːCVː,a:,649.352074,1509.715468,2567.106574,2,1,1
paatii-3,CVːCVː,i:,319.3403166,1845.538973,3032.1269,2,2,0
paatii,CVːCVː,a:,626.2008402,1306.887356,2568.432119,1,1,1
paatii,CVːCVː,i:,301.9042177,2073.298989,3110.066882,1,2,0
paatii,CVːCVː,a:,582.9113656,1185.397238,2711.777064,2,1,1
paatii,CVːCVː,i:,321.1579048,2035.689749,2866.085468,2,2,0
pachta-2,CaxCV,a,951.4797319,2025.205925,3230.377324,1,1,1
pachta-2,CaxCV,ə,647.3010552,1774.816639,2988.978936,1,2,0
pachta-2,CaxCV,a,741.121795,1645.254968,2791.982491,2,1,1
pachta-2,CaxCV,ə,554.9250584,1532.420891,2900.352787,2,2,0
pachta-3,CaxCV,a,837.9869898,1708.110293,2932.360986,1,1,1
pachta-3,CaxCV,ə,668.7007363,1669.166731,2801.49792,1,2,0
pachta-3,CaxCV,a,720.5189186,1696.563643,2744.675816,2,1,1
pachta-3,CaxCV,ə,585.4101096,1689.059811,2964.114078,2,2,0
pachta,CaxCV,a,781.1006545,1775.138783,3158.960864,1,1,1
pachta,CaxCV,ə,496.4835919,1440.867016,2720.324171,1,2,0
pachta,CaxCV,a,711.0226524,1558.527764,2909.039824,2,1,1
pachta,CaxCV,ə,391.5177829,1442.126082,2756.359879,2,2,0
pachtach-2,CaxCax,a,674.6865917,1217.110731,2653.932377,1,1,1
pachtach-2,CaxCax,ə,571.3106742,1538.777525,2733.490533,1,2,0
pachtach-2,CaxCax,a,857.9623785,1837.253502,2996.692268,2,1,1
pachtach-2,CaxCax,ə,634.4138609,1679.331074,2769.207339,2,2,0
pachtach-3,CaxCax,a,763.6730809,1580.223359,2792.582799,1,1,1
pachtach-3,CaxCax,ə,649.7391847,1594.128003,2502.83406,1,2,0
pachtach-3,CaxCax,a,790.9123274,1720.013293,3044.797521,2,1,1
pachtach-3,CaxCax,ə,461.500851,1270.846929,2449.7115,2,2,0
pachtach,CaxCax,a,807.1428035,2108.838929,3020.540236,1,1,1
pachtach,CaxCax,ə,515.7569672,1142.326825,2671.549885,1,2,0
pachtach,CaxCax,a,666.152342,1538.252879,2806.879824,2,1,1
pachtach,CaxCax,ə,440.8936698,1222.076502,2650.695575,2,2,0
pachtii-2,CaxCVː,a,818.4867255,1534.615486,2626.626966,1,1,0
pachtii-2,CaxCVː,i:,329.4418378,1996.508546,2829.92701,1,2,1
pachtii-2,CaxCVː,a,709.9386671,1594.375844,2504.625291,2,1,0
pachtii-2,CaxCVː,i:,377.5749409,1541.251893,2792.839626,2,2,1
pachtii-3,CaxCVː,a,752.6314733,1546.269921,2687.871698,1,1,0
pachtii-3,CaxCVː,i:,299.6573715,1790.601995,2676.39546,1,2,1
pachtii-3,CaxCVː,a,609.1501466,1481.274787,2644.393945,2,1,0
pachtii-3,CaxCVː,i:,351.1876786,1912.582403,2831.069436,2,2,1
pachtii,CaxCVː,a,600.8454253,1303.41689,2455.145041,1,1,0
pachtii,CaxCVː,i:,355.1057411,1798.220483,2892.550271,1,2,1
pachtii,CaxCVː,a,709.754502,1491.019888,2900.935863,2,1,0
pachtii,CaxCVː,i:,355.849195,1803.199244,2808.446865,2,2,1
piisa-2,CVːCV,i:,248.8997546,1957.983235,2972.254059,1,1,1
piisa-2,CVːCV,ə,401.721016,1260.342353,2767.294993,1,2,0
piisa-2,CVːCV,i:,262.7305265,2087.99024,3038.489618,2,1,1
piisa-2,CVːCV,ə,395.6158674,1301.53907,2795.417919,2,2,0
piisa-3,CVːCV,i:,254.0335791,2092.073796,2725.179601,1,1,1
piisa-3,CVːCV,ə,410.8350155,1364.093199,2789.719499,1,2,0
piisa-3,CVːCV,i:,297.5633738,1868.171134,2980.338879,2,1,1
piisa-3,CVːCV,ə,328.1485103,1271.141278,2706.088682,2,2,0
piisa,CVːCV,i:,235.1313104,2115.243844,3106.466621,1,1,1
piisa,CVːCV,ə,399.0389518,1209.020342,2987.086409,1,2,0
piisa,CVːCV,i:,284.1108121,1849.667948,3016.803548,2,1,1
piisa,CVːCV,ə,238.1674762,1312.310319,2674.002631,2,2,0
pooca-2,CVːCV,o:,587.4603393,1605.988828,2558.20997,1,1,1
pooca-2,CVːCV,ə,464.3714072,1306.784289,2685.549106,1,2,0
pooca-2,CVːCV,o:,526.7678486,1596.885817,2333.802567,2,1,1
pooca-2,CVːCV,ə,416.0183323,1166.336235,2709.180249,2,2,0
pooca-3,CVːCV,o:,544.6100202,1571.626462,2696.016353,1,1,1
pooca-3,CVːCV,ə,381.0494514,1386.326658,2750.496858,1,2,0
pooca-3,CVːCV,o:,516.3250566,1358.914059,2446.411546,2,1,1
pooca-3,CVːCV,ə,411.2561433,1271.193468,2820.289576,2,2,0
pooca,CVːCV,o:,489.8578425,1425.482356,2827.408073,1,1,1
pooca,CVːCV,ə,474.7665061,1222.557177,2832.581408,1,2,0
pooca,CVːCV,o:,433.3063472,1112.88223,2350.053013,2,1,1
pooca,CVːCV,ə,445.6411223,1150.872081,2841.314558,2,2,0
pota-2,CVCV,ə,675.0279527,1484.29597,2676.784068,1,1,1
pota-2,CVCV,ə,474.7334669,1465.480699,2585.853111,1,2,0
pota-2,CVCV,ə,517.7367207,1370.485333,2621.443232,2,1,1
pota-2,CVCV,ə,402.1799373,1495.944913,2809.479218,2,2,0
pota-3,CVCV,ə,580.7903241,1539.315097,2619.630296,1,1,1
pota-3,CVCV,ə,464.4722028,1418.454666,2675.714909,1,2,0
pota-3,CVCV,ə,501.0394334,1439.221696,2791.293166,2,1,1
pota-3,CVCV,ə,419.1617103,1556.687638,2912.778624,2,2,0
pota,CVCV,ə,547.5158109,1576.056919,2928.332202,1,1,1
pota,CVCV,ə,500.5162179,1469.95996,2764.54841,1,2,0
pota,CVCV,ə,498.0130086,1286.394208,2616.628485,2,1,1
pota,CVCV,ə,429.0023924,1390.190277,2936.388342,2,2,0
saasuu-2,CVːCVː,a:,580.8216106,1427.840946,2616.888648,1,1,1
saasuu-2,CVːCVː,u:,330.1393488,1085.125241,2663.211346,1,2,0
saasuu-2,CVːCVː,a:,488.2604577,1325.826937,2326.842593,2,1,1
saasuu-2,CVːCVː,u:,404.1237162,1330.318603,2613.753089,2,2,0
saasuu-3,CVːCVː,a:,446.2762203,1135.442451,2732.303792,1,1,1
saasuu-3,CVːCVː,u:,368.9402105,1161.802621,2539.976563,1,2,0
saasuu-3,CVːCVː,a:,601.8314404,1491.944249,2530.716028,2,1,1
saasuu-3,CVːCVː,u:,364.7968441,1283.185832,2526.306877,2,2,0
saasuu,CVːCVː,a:,478.1669339,1168.114728,2453.984143,1,1,1
saasuu,CVːCVː,u:,349.3805831,970.6965723,2811.233024,1,2,0
saasuu,CVːCVː,a:,536.4842436,1442.761518,2605.34184,2,1,1
saasuu,CVːCVː,u:,360.5500033,1110.1044,2710.452798,2,2,0
satii-2,CVCVː,a,614.4269224,1369.02902,2582.767334,1,1,0
satii-2,CVCVː,i:,351.5243818,2082.632133,3083.430514,1,2,1
satii-2,CVCVː,a,610.7344745,1374.25476,2481.104922,2,1,0
satii-2,CVCVː,i:,338.6535573,1990.765554,3176.140704,2,2,1
satii-3,CVCVː,a,584.7167202,1469.356773,2697.676549,1,1,0
satii-3,CVCVː,i:,295.3895976,1942.712867,2909.838094,1,2,1
satii-3,CVCVː,a,604.8784575,1350.094996,2880.829608,2,1,0
satii-3,CVCVː,i:,309.4670124,1956.433887,2959.006449,2,2,1
satii,CVCVː,a,573.1657631,1480.906047,2723.138218,1,1,0
satii,CVCVː,i:,308.3911689,2001.297435,3100.643467,1,2,1
satii,CVCVː,a,560.0779342,1570.3921,2652.691607,2,1,0
satii,CVCVː,i:,301.6194313,1975.302048,2851.902528,2,2,1
seaapach-2,CvːCax,a:,625.3275704,1503.953539,2601.753592,1,1,1
seaapach-2,CvːCax,ə,761.5662653,2027.815111,3245.81182,1,2,0
seaapach-2,CvːCax,a:,545.950157,1486.591559,2572.958924,2,1,1
seaapach-2,CvːCax,ə,588.5964405,1409.137265,2923.946735,2,2,0
seaapach-3,CvːCax,a:,604.9383126,1357.93723,2505.486609,1,1,1
seaapach-3,CvːCax,ə,543.4802419,1230.51611,2894.005603,1,2,0
seaapach-3,CvːCax,a:,512.7345749,1297.356853,2608.246096,2,1,1
seaapach-3,CvːCax,ə,583.8702117,1070.817326,2822.361088,2,2,0
seaapach,CvːCax,a:,618.783035,1483.591379,2570.990922,1,1,1
seaapach,CvːCax,ə,688.6306468,1729.601225,2982.146857,1,2,0
seaapach,CvːCax,a:,514.4659839,1370.639683,2293.528171,2,1,1
seaapach,CvːCax,ə,506.4968405,1123.546918,2874.149542,2,2,0
seachpa-2,CaxCV,a,606.7168622,1645.365767,2874.600581,1,1,1
seachpa-2,CaxCV,ə,747.046509,1745.840292,2778.460715,1,2,0
seachpa-2,CaxCV,a,664.2835041,1690.030058,2873.833376,2,1,1
seachpa-2,CaxCV,ə,400.6454,1333.188502,2703.628872,2,2,0
seachpa-3,CaxCV,a,633.0425348,1545.156014,2614.069004,1,1,1
seachpa-3,CaxCV,ə,700.751347,1631.22604,2763.006165,1,2,0
seachpa-3,CaxCV,a,721.9624936,1707.52126,2937.365447,2,1,1
seachpa-3,CaxCV,ə,633.5367032,1575.961669,2900.281114,2,2,0
seachpa,CaxCV,a,660.1791937,1685.636315,2879.401281,1,1,1
seachpa,CaxCV,ə,528.411259,1250.996618,2688.238031,1,2,0
seachpa,CaxCV,a,643.3222964,1561.973829,2891.877059,2,1,1
seachpa,CaxCV,ə,444.8259379,1147.421374,2678.75879,2,2,0
seachsii-2,CaxCVː,a,565.7290491,1522.418514,2734.854055,1,1,0
seachsii-2,CaxCVː,i:,316.2945601,1808.400054,2978.555643,1,2,1
seachsii-2,CaxCVː,a,612.3009045,1557.694036,2754.68467,2,1,0
seachsii-2,CaxCVː,i:,334.7527683,1851.429668,3048.841715,2,2,1
seachsii-3,CaxCVː,a,663.8987403,1682.972507,2801.019927,1,1,0
seachsii-3,CaxCVː,i:,313.5839203,1913.313268,2994.555152,1,2,1
seachsii-3,CaxCVː,a,658.7451842,1641.765226,2805.174213,2,1,0
seachsii-3,CaxCVː,i:,333.8407345,1883.090229,2918.229055,2,2,1
seachsii,CaxCVː,a,586.0484081,1466.662132,2752.776123,1,1,0
seachsii,CaxCVː,i:,309.0399944,1975.950799,3060.935911,1,2,1
seachsii,CaxCVː,a,608.5798116,1617.371777,2669.947293,2,1,0
seachsii,CaxCVː,i:,320.5662765,1920.908868,3058.556965,2,2,1
seachtach-2,CaxCax,a,585.944941,1658.196469,2842.143059,1,1,1
seachtach-2,CaxCax,ə,622.545727,1760.092832,2675.55844,1,2,0
seachtach-2,CaxCax,a,675.1698822,1752.393501,2933.549385,2,1,1
seachtach-2,CaxCax,ə,446.7310486,1165.107651,2619.500795,2,2,0
seachtach-3,CaxCax,a,652.2646155,1722.355938,2958.5255,1,1,1
seachtach-3,CaxCax,ə,518.335267,1191.94046,2627.350878,1,2,0
seachtach-3,CaxCax,a,650.9896572,1657.155624,2916.333787,2,1,1
seachtach-3,CaxCax,ə,458.2995474,1099.330045,2604.402201,2,2,0
seachtach,CaxCax,a,546.667381,1343.161167,2671.109752,1,1,1
seachtach,CaxCax,ə,464.1069852,1350.379201,2531.164358,1,2,0
seachtach,CaxCax,a,625.2699883,1603.625746,2552.980841,2,1,1
seachtach,CaxCax,ə,448.5596672,1111.048138,2534.437996,2,2,0
seachtoo-2,CaxCVː,a,592.1075229,1324.542354,2601.087393,1,1,0
seachtoo-2,CaxCVː,o:,524.3668998,1434.817193,2597.752192,1,2,1
seachtoo-2,CaxCVː,a,735.0940651,1715.641723,2753.901597,2,1,0
seachtoo-2,CaxCVː,o:,458.9055585,1217.217422,2575.832411,2,2,1
seachtoo-3,CaxCVː,a,696.224394,1604.536171,2615.706771,1,1,0
seachtoo-3,CaxCVː,o:,469.5928363,1313.964964,2633.249617,1,2,1
seachtoo-3,CaxCVː,a,695.7949769,1699.55551,2923.290193,2,1,0
seachtoo-3,CaxCVː,o:,508.7918915,1251.755913,2595.808687,2,2,1
seachtoo,CaxCVː,a,441.5918177,1276.402087,2748.003918,1,1,0
seachtoo,CaxCVː,o:,395.9340242,1028.594608,2841.939456,1,2,1
seachtoo,CaxCVː,a,477.7801321,1441.745587,2665.546907,2,1,0
seachtoo,CaxCVː,o:,442.7706281,1131.5135,3076.431714,2,2,1
seachtuu-2,CaxCVː,a,377.8956256,1146.944098,2624.849162,1,1,0
seachtuu-2,CaxCVː,u:,430.1071111,1396.096414,2784.525967,1,2,1
seachtuu-2,CaxCVː,a,629.8500549,1723.447053,2811.555198,2,1,0
seachtuu-2,CaxCVː,u:,402.4784501,1159.943383,2600.58142,2,2,1
seachtuu-3,CaxCVː,a,523.5211246,1632.587302,2884.213457,1,1,0
seachtuu-3,CaxCVː,u:,414.1155658,1258.908697,2582.096006,1,2,1
seachtuu-3,CaxCVː,a,650.7016575,1714.522636,2942.87636,2,1,0
seachtuu-3,CaxCVː,u:,441.1993596,1224.066647,2557.219187,2,2,1
seachtuu,CaxCVː,a,572.9231319,1247.902854,2699.832455,1,1,0
seachtuu,CaxCVː,u:,389.584668,1111.062786,3165.082317,1,2,1
seachtuu,CaxCVː,a,574.8572841,1447.075013,2819.456639,2,1,0
seachtuu,CaxCVː,u:,469.273032,1287.096592,2980.412145,2,2,1
seceach-2,CVCax,e,433.2266428,1754.316281,2793.435215,1,1,0
seceach-2,CVCax,ə,602.8108119,1658.053059,2779.158366,1,2,1
seceach-2,CVCax,e,425.6812035,1941.12086,2840.095773,2,1,0
seceach-2,CVCax,ə,500.9815806,1452.45793,2498.870306,2,2,1
seceach-3,CVCax,e,367.9419295,1725.929834,2756.765388,1,1,0
seceach-3,CVCax,ə,555.9758768,1706.322453,2963.416144,1,2,1
seceach-3,CVCax,e,329.3852067,1857.988864,3132.62946,2,1,0
seceach-3,CVCax,ə,566.3784423,1601.513851,2922.858503,2,2,1
seceach,CVCax,e,387.549808,1934.812117,3022.236814,1,1,0
seceach,CVCax,ə,520.2090726,1471.383007,2688.118979,1,2,1
seceach,CVCax,e,481.1310895,1739.10125,2947.700786,2,1,0
seceach,CVCax,ə,606.655283,1515.056982,2712.385768,2,2,1
seeseach-2,CvːCax,e:,383.8397991,1659.247902,2766.514346,1,1,1
seeseach-2,CvːCax,ə,510.6437444,1338.759653,2362.00358,1,2,0
seeseach-2,CvːCax,e:,469.2235147,1744.696779,2693.622959,2,1,1
seeseach-2,CvːCax,ə,617.720285,1655.606031,2709.057204,2,2,0
seeseach-3,CvːCax,e:,374.3813595,1997.767277,3186.969588,1,1,1
seeseach-3,CvːCax,ə,486.6586104,1716.372913,2790.47657,1,2,0
seeseach-3,CvːCax,e:,375.2035334,1888.687973,3115.213832,2,1,1
seeseach-3,CvːCax,ə,475.9744138,1333.64841,2485.340438,2,2,0
seeseach,CvːCax,e:,422.5017842,1550.849581,2746.42256,1,1,1
seeseach,CvːCax,ə,693.3147918,1779.381781,2867.359483,1,2,0
seeseach,CvːCax,e:,442.0264134,1630.935689,2718.339164,2,1,1
seeseach,CvːCax,ə,526.5751974,1345.019787,2567.02296,2,2,0
siicee-2,CVːCVː,i:,306.3896434,2146.794911,3093.76821,1,1,1
siicee-2,CVːCVː,e:,460.63748,1504.653198,2768.160339,1,2,0
siicee-2,CVːCVː,i:,295.8704932,2138.702126,3042.443572,2,1,1
siicee-2,CVːCVː,e:,488.3608539,1711.340964,2873.271895,2,2,0
siicee-3,CVːCVː,i:,304.2295731,1907.744349,2932.465117,1,1,1
siicee-3,CVːCVː,e:,494.2558537,1798.538237,2823.893875,1,2,0
siicee-3,CVːCVː,i:,303.1440943,2136.16722,3204.81844,2,1,1
siicee-3,CVːCVː,e:,391.9816256,1627.90308,2754.093514,2,2,0
siicee,CVːCVː,i:,313.8685844,2071.899215,3186.161299,1,1,1
siicee,CVːCVː,e:,392.3400807,1721.786011,2767.01074,1,2,0
siicee,CVːCVː,i:,300.1866639,2144.151481,3141.8197,2,1,1
siicee,CVːCVː,e:,364.916558,1881.486271,3044.842674,2,2,0
siopa-2,CVCV,o,562.5145809,1582.080123,2807.763586,1,1,1
siopa-2,CVCV,ə,514.6506887,1460.880604,2755.665121,1,2,0
siopa-2,CVCV,ə,397.095583,1329.614308,2487.419591,2,1,1
siopa-2,CVCV,ə,561.4852712,1635.560113,2943.062921,2,2,0
siopa-3,CVCV,o,418.7053547,1402.61943,2448.501851,1,1,1
siopa-3,CVCV,ə,573.4919617,1475.256488,2868.877834,1,2,0
siopa-3,CVCV,ə,448.6485997,1393.428283,2655.964105,2,1,1
siopa-3,CVCV,ə,428.4175545,1367.633821,2620.380563,2,2,0
siopa,CVCV,o,386.2327699,1215.725821,2422.725886,1,1,1
siopa,CVCV,ə,645.9512488,1575.475932,2822.461817,1,2,0
siopa,CVCV,ə,415.7494793,1302.134604,2682.776326,2,1,1
siopa,CVCV,ə,433.4269663,1202.016801,2467.066121,2,2,0
soopa-2,CVːCV,o:,525.2207276,1364.479236,2506.170596,1,1,1
soopa-2,CVːCV,ə,543.144998,1212.541892,2621.319134,1,2,0
soopa-2,CVːCV,o:,504.874109,1329.648853,2517.199277,2,1,1
soopa-2,CVːCV,ə,412.824799,1432.492994,2712.493435,2,2,0
soopa-3,CVːCV,o:,523.2861405,1372.033978,2322.675312,1,1,1
soopa-3,CVːCV,ə,541.9121592,1299.11224,2548.203556,1,2,0
soopa-3,CVːCV,o:,498.0739395,1376.271553,2617.6795,2,1,1
soopa-3,CVːCV,ə,344.7686219,1141.685704,2734.371442,2,2,0
soopa,CVːCV,o:,492.4842293,1333.322968,2387.603562,1,1,1
soopa,CVːCV,ə,566.782529,1606.93896,2808.39862,1,2,0
soopa,CVːCV,o:,400.4833499,1137.87117,2307.904866,2,1,1
soopa,CVːCV,ə,528.3961615,1421.187813,2802.040792,2,2,0
tachpaa-2,CaxCVː,a,640.1834612,1696.707524,2945.243159,1,1,0
tachpaa-2,CaxCVː,a:,655.2458741,1644.19682,2688.918975,1,2,1
tachpaa-2,CaxCVː,a,699.3750445,1617.324153,2888.334847,2,1,0
tachpaa-2,CaxCVː,a:,707.7473543,1614.098006,2761.004715,2,2,1
tachpaa-3,CaxCVː,a,724.3783189,1648.568548,2837.199835,1,1,0
