file,vowel,F1,F2,F3,file,vowel,F1,F2,F3,file,vowel,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3
coocoo-3,o:,631.3583941,1638.80565,2428.458741,coocoo-3,o,492.5090809,1326.99792,2416.91439,coocoo-3,o:,470.4997234,1331.000776,2484.599336,coocoo-3,closure,526.8259425,1403.431729,2933.432663,coocoo-3,k burst,730.7312669,1316.450778,3000.561323,coocoo-3,o,428.7293398,1178.548298,2519.364965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coocoo,o:,499.8860154,1213.653659,2389.753653,coocoo,o,451.5276379,1076.656426,2966.282962,coocoo,o:,433.6967078,1207.954608,2455.11625,coocoo,closure,672.6079435,1929.782577,3240.062932,coocoo,k burst,697.0085275,1287.696248,2957.98005,coocoo,o,455.6477877,1207.03355,2911.896893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coota-2,o:,546.1431926,1372.757077,2361.3453,coota-2,ə,520.0429736,1494.635989,2801.238254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coota-3,o:,535.7138904,1395.544487,2427.718043,coota-3,ə,536.9866002,1430.274024,2797.94244,coota-3,o:,588.2695106,1536.801632,2527.072911,coota-3,_,997.4360011,2300.332933,3405.90776,coota-3,_,541.109332,1725.812151,3020.388693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cootə,o:,535.2776407,1378.144879,2796.235891,cootə,ə,522.900937606394,1230.65339853029,2924.22918687031,cootə,o:,461.6122688,959.3697356,2230.78862,coot_,closure,948.264232,2249.441478,3240.851403,coot_,t burst,1118.616915,2288.612005,3436.029802,coot_,_,456.0047135,1329.192273,2897.091899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cupa-2,ə,438.5343202,1253.46904,2581.064616,cupa-2,ə,711.4516688,1755.010319,2979.587408,cupa-2,ə,402.1913984,1164.661871,2713.072753,cupa-2,closure,803.5198343,2105.061468,3336.548161,cupa-2,p burst,449.2813077,1557.445833,2969.179536,cupa-2,_,505.6642253,1338.859116,2848.618865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cupa-3,ə,619.2046772,1550.308555,2771.609534,cupa-3,ə,591.8673449,1611.545752,2684.175972,cupa-3,ə,581.4162987,1556.201532,2719.26425,cupa-3,closure,762.5033826,1885.797745,3259.086081,cupa-3,p burst,436.1110943,1647.146239,2980.962002,cupa-3,_,719.2351299,1807.762242,2964.542135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cupa,ə,586.5346771,1383.271442,2878.610356,cupa,ə,473.8977275,1420.052471,2874.276031,cupa,ə,439.0143577,1349.789556,2808.353714,cupa,closure,523.8332617,1563.229902,3044.774173,cupa,p burst,679.3023688,1956.309751,2973.660529,cupa,_,484.8438421,1350.490758,2841.974484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cuthach-2,ə,784.2273891,1799.804577,2791.778629,cuthach-2,a,777.5983594,1645.327561,2908.014768,cuthach-2,ə,367.5840852,1354.605676,2653.744169,cuthach-2,h,746.5640148,1891.372763,2985.586488,cuthach-2,_,598.0380429,1357.061534,2611.816113,cuthach-2,x,932.7375756,2717.199017,3599.922554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cuthach,ə,1044.885813,2022.491233,3121.775037,cuthach,a,636.5597791,1351.962267,2837.272442,cuthach,ə,535.1017753,1557.338047,2877.017254,cuthach,h,593.3848962,1694.761709,3101.112745,cuthach,_,562.4448272,1279.128185,2709.087455,cuthach,x,862.5358112,1954.636539,3154.543032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daata-2,a:,618.3992156,1571.581408,2627.056138,daata-2,ə,349.222347,1267.499631,2483.981927,daata-2,a,560.4207841,1438.516897,2717.285677,daata-2,closure,1145.84404,2475.149737,3716.169306,daata-2,t burst,640.9446931,1747.382114,3035.863491,daata-2,_,354.4053813,1354.384442,2818.781783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daata-3,a:,601.2871639,1677.249599,2667.265441,daata-3,ə,342.0704705,1237.446646,2547.492088,daata-3,a,581.4785105,1361.71502,2525.738579,daata-3,closure,1265.305254,2665.002322,3638.953214,daata-3,t burst,654.6266109,1848.476783,3204.505415,daata-3,_,519.4980315,1592.57509,2958.452551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daata,a:,561.1901161,1313.649952,2629.43146,daata,ə,423.3629032,1531.011077,2919.959806,daata,a,518.0245945,1309.340678,2480.54427,daata,closure,967.6685885,2322.755676,3327.995786,daata,t burst,273.9434796,1656.880679,2958.527968,daata,_,463.116248,1149.573916,2800.073367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daatii-2,a:,600.8118046,1575.529903,2662.375988,daatii-2,i,326.4706855,1834.660855,2854.692447,daatii-2,a,501.3499633,1372.401041,2617.339645,daatii-2,_,603.0001886,1922.789849,3186.304462,daatii-2,i,354.2674069,1722.259209,2866.288985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daatii-3,a:,598.2320794,1533.353663,2588.01776,daatii-3,i,306.5883628,2032.621767,2987.529032,daatii-3,a,537.3146324,1384.755295,2588.024462,daatii-3,closure,864.6479197,2402.674285,3433.354327,daatii-3,t burst,680.5740699,2055.454744,3113.565559,daatii-3,i,308.015302,1810.953012,2912.028163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daatii,a:,562.8928125,1320.5714,2686.885466,daatii,i:,281.4014918,2174.170662,3108.779405,daatii,a,502.6713038,1450.812211,2891.871274,daatii,closure,721.9467856,2113.14721,3525.405086,daatii,t burst,373.0244219,1623.323092,2768.842055,daatii,i,319.7692431,1876.466721,3030.848078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dasach-2,æ,616.4491386,1622.391478,2710.370937,dasach-2,ə,589.7158135,1448.965589,2580.189466,dasach-2,æ,543.5989649,1554.378956,2836.240244,dasach-2,s,1609.733487,2709.272969,3477.576546,dasach-2,_,517.2063711,1320.105401,2760.990532,dasach-2,x,1021.411146,2146.419313,3146.849147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dasach,æ,563.2817628,1596.150773,2764.600352,dasach,ə,569.7254028,1441.971901,2664.24638,dasach,æ,606.1250824,1670.796955,2908.679302,dasach,s,1474.200215,2695.30576,3461.754135,dasach,_,541.464352,1468.480752,2826.669264,dasach,x,985.4473218,2439.740739,3272.988702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datach-2,ə,496.5152523,1682.613343,2740.308924,datach-2,a,675.9044603,1564.001761,2660.654215,datach-2,ə,445.1031954,1505.173809,2279.175987,datach-2,closure,1073.061125,2530.210345,3535.309422,datach-2,t burst,515.7460492,1618.168317,2834.182343,datach-2,a,691.2946527,1532.231957,2440.584913,datach-2,x,841.3975176,1806.437371,3118.000714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datach-3,ə,463.0353602,1377.930832,2922.038248,datach-3,a,828.1352428,1805.032075,2739.131522,datach-3,ə,454.9027528,1350.124164,3020.91388,datach-3,closure,1289.770327,2649.505995,3562.627351,datach-3,t burst,612.4163079,1923.043966,3053.411535,datach-3,a,663.3351997,1610.271624,2841.601308,datach-3,x,1043.385539,2171.729162,3141.057597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datach,ə,442.3688729,1535.936608,2785.580353,datach,a,665.8647865,1703.174848,3037.483677,datach,ə,387.02778,1360.541544,2905.717613,datach,closure,653.9858765,1952.667501,3203.887882,datach,t burst,841.3755154,2122.331025,3031.049793,datach,a,635.4842199,1514.750526,2851.537078,datach,x,878.7695629,2303.228519,3429.988814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datuu-2,æ,625.9781495,1576.260221,2723.872803,datuu-2,u:,349.2113844,1134.205737,2748.340791,datuu-2,æ,513.8621307,1529.108292,2967.165468,datuu-2,_,805.0079974,2110.867095,3275.368707,datuu-2,u,346.2523071,1085.759877,2781.236798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datuu-3,æ,637.8570678,1677.834675,2931.385048,datuu-3,u:,456.9619966,1341.756979,2567.359017,datuu-3,æ,548.4071315,1563.02872,2677.046007,datuu-3,closure,1036.818583,2277.104168,3319.366192,datuu-3,t burst,748.1702454,1941.97322,3138.472867,datuu-3,u,389.5202048,1266.87687,2671.024024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datuu,æ,634.8057853,1640.603902,2925.172697,datuu,u:,368.0268801,1056.416775,2556.271962,datuu,æ,479.8944067,1538.079859,2925.417229,datuu,_,953.8148712,2335.975707,3365.697972,datuu,u,356.6587938,1284.676358,2811.924063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deasach,i,398.8468659,1938.320928,2915.953304,,,,,,deasach,i,336.1454494,1780.18123,2844.947009,deasach,s,1253.527782,2612.397632,3602.818556,deasach,_,426.4690808,1006.983716,2923.304633,deasach,x,983.2778596,2605.084407,3487.257472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diseach,i,355.1025376,1644.020473,2740.300688,diseach,ə,530.4476101,1263.724342,2535.350878,diseach,closure,313.8072418,2119.485977,3230.438631,diseach,d burst,760.7673155,2083.071581,3225.273475,diseach,i,354.3197907,1782.091434,2907.243345,diseach,_,1037.098836,2287.030802,3082.156772,diseach,_,512.8786109,1408.020614,2625.16908,diseach,x,1112.08199,2516.333555,3409.579515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doseach-2,o,505.4558198,1514.138909,2837.565092,doseach-2,ə,578.4300585,1579.70264,2788.445716,doseach-2,closure,1807.70514,2867.683265,3542.0559,doseach-2,d burst,879.2183192,1987.869913,2897.540892,doseach-2,o,491.6876558,1487.963451,2787.83324,doseach-2,_,1583.991714,2339.54873,3406.015034,doseach-2,_,446.6182461,1252.034172,2420.346926,doseach-2,x,1046.45939,2351.194189,3108.770154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doseach,o,520.9784509,1432.161945,2562.373487,doseach,ə,403.7134506,1102.111711,2400.535025,doseach,closure,784.1086665,2415.332428,3384.473128,doseach,d burst,671.8635397,1768.050967,3133.524734,doseach,o,446.8851545,1345.811156,2574.925728,doseach,_,1277.397372,2366.469697,3186.764562,doseach,_,486.1575131,1440.302198,2813.661191,doseach,x,921.0600707,1919.981913,3038.206137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faasach-2,a:,693.5619268,1627.436634,2636.918186,faasach-2,ə,566.5897009,1348.392518,2417.510858,faasach-2,f,511.5410288,1629.298076,2890.363804,faasach-2,a,584.2992931,1345.129043,2421.771379,faasach-2,s,1363.977275,2624.340836,3526.1733,faasach-2,_,367.8570412,923.2177425,3165.670358,faasach-2,x,979.417473,2681.767679,3402.153271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faasach-3,a:,513.2131663,1128.012037,2509.149078,faasach-3,ə,647.0140275,1679.17845,3127.507233,faasach-3,f,466.1511539,1881.876735,3038.707339,faasach-3,a,528.6940497,1232.05203,2559.499646,faasach-3,s,1296.552658,2605.849365,3480.873804,faasach-3,_,463.9240318,1125.41765,2677.24746,faasach-3,x,957.9175141,1909.175971,2956.339861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faasach,a:,618.6895603,1279.725274,2483.849834,faasach,ə,507.9096407,960.3904617,3027.879798,faasach,f,402.3598235,1500.837705,2815.46854,faasach,a,551.2763885,1354.292908,2458.909716,faasach,s,1518.754217,2782.16848,3585.114532,faasach,_,524.9548329,1291.558118,2997.048729,faasach,x,985.0303398,2457.933,3174.593592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fachtach-2,a,692.8424249,1480.996903,2694.936219,fachtach-2,ə,553.1854322,1376.975897,2353.558034,fachtach-2,f,394.6187257,1365.103506,2867.200537,fachtach-2,a,683.9307532,1509.237537,2822.869761,fachtach-2,x,1223.993896,2458.323055,3208.620401,fachtach-2,closure,1588.761633,2678.763063,3545.274203,fachtach-2,t burst,585.9609478,1695.763492,2997.96185,fachtach-2,_,462.6598987,1225.433641,2483.52466,fachtach-2,x,1027.213327,2482.506891,3378.346958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fachtach-3,a,576.5653123,1297.556802,2954.710584,fachtach-3,ə,518.6248642,861.6312238,2095.918146,fachtach-3,f,511.1014486,1703.916249,2859.0373,fachtach-3,a,716.1348248,1437.613329,2789.366067,fachtach-3,x,1110.848066,2213.566496,3076.459702,fachtach-3,closure,1302.947164,2581.864916,3433.422582,fachtach-3,t burst,587.854058,1696.595889,2979.996076,fachtach-3,_,583.2003352,1309.013276,2727.055459,fachtach-3,x,1075.646698,2195.735287,3133.332813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fachtach,a,610.1497349,1286.312058,2651.854155,fachtach,ə,569.3194481,1565.744749,2841.846802,fachtach,f,419.7272893,1506.791691,2690.621017,fachtach,a,556.5033933,1309.696571,2495.202601,fachtach,x,1226.137552,2262.659407,3276.172314,fachtach,closure,1212.772534,2238.222743,3180.18243,fachtach,t burst,811.5442886,1837.570554,2907.2292,fachtach,_,522.5858604,1175.521421,2430.806411,fachtach,x,962.7571268,2198.116486,3210.664315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fatach-2,a,607.7422605,1475.863341,2672.339002,fatach-2,ə,631.5007977,1789.798994,2844.357051,fatach-2,f,535.962153,1530.61127,2835.976852,fatach-2,a,582.9603716,1569.312723,2897.10404,fatach-2,closure,719.8047576,2396.663166,3243.152534,fatach-2,t burst,406.7953316,1807.987563,2701.412743,fatach-2,_,484.0782935,1254.841674,2560.069125,fatach-2,x,864.298683,1938.591583,3059.824129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fatach-3,a,585.807283,1520.636375,2556.563513,fatach-3,ə,604.1354207,1734.090069,2915.767362,fatach-3,f,552.549443,1755.014979,2878.858711,fatach-3,a,545.3482388,1755.557932,3003.299845,fatach-3,closure,1128.784063,2586.540426,3320.176021,fatach-3,t burst,441.3896546,1817.04727,2680.579466,fatach-3,_,498.9853745,1322.491754,2457.406874,fatach-3,x,962.094966,1953.134011,2688.491279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fatach,a,533.6247526,1516.610808,2833.241191,fatach,ə,614.365273,1567.926307,2828.156237,fatach,f,376.5697734,1570.34069,2911.285681,fatach,a,512.1972163,1545.966345,2746.062047,fatach,closure,1000.296336,2489.713973,3223.941914,fatach,t burst,1121.986203,2304.537425,3223.804525,fatach,_,573.7131852,1468.870171,2724.087712,fatach,x,1051.702389,2257.012232,3194.736408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fosuu-2,ə,617.1060022,1479.028328,2539.304868,fosuu-2,u:,360.4747718,1148.602638,2754.701817,fosuu-2,_,471.3544808,1464.118369,2744.069361,fosuu-2,s,1356.489235,2614.624629,3507.149568,fosuu-2,u,366.4694892,1249.81378,2589.703317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fosuu-3,ə,570.1869558,1656.877644,2623.6408,fosuu-3,u:,385.3349578,1333.482455,2693.071959,fosuu-3,_,547.4745628,1435.723202,2635.043619,fosuu-3,s,1276.251936,2520.839736,3445.135457,fosuu-3,u,386.2037441,1267.201261,2512.413925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fosuu,ə,450.5035793,1320.339903,2662.513818,fosuu,u:,288.7049663,1252.749256,2588.866907,fosuu,_,464.3782394,1394.99531,2591.669027,fosuu,s,1431.829443,2661.198516,3604.967937,fosuu,u,351.6071586,1171.500961,2742.118651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gaafach-2,a:,477.936827,1366.628015,2437.463789,gaafach-2,ə,526.9476273,1224.114765,2507.37926,gaafach-2,closure,370.3526143,1395.133346,2637.289424,gaafach-2,g burst,713.3902627,1568.281487,2931.698805,gaafach-2,a,476.4352845,1450.936056,2541.099447,gaafach-2,f,371.9745504,1277.661992,2639.286326,gaafach-2,_,569.5726784,1340.55725,2678.792875,gaafach-2,x,964.0550577,2434.44865,3364.214859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gaafach-3,a:,595.949204,1557.546289,2605.891775,gaafach-3,ə,618.4527732,1620.700945,2740.657797,gaafach-3,closure,567.045561,1441.481083,2691.49681,gaafach-3,g burst,766.7759435,1510.841689,2822.993001,gaafach-3,a,679.1552032,1405.360553,2694.834664,gaafach-3,f,520.3466091,1809.178748,2885.208598,gaafach-3,_,730.3694724,2022.584882,3325.722053,gaafach-3,x,838.2530915,2104.461552,3327.284068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gaafach,a:,539.917618,1356.519354,2629.220659,gaafach,ə,569.3640204,1051.274802,2534.536203,gaafach,closure,547.9160092,1724.769771,2981.458377,gaafach,g burst,496.9537444,1184.625079,2897.120131,gaafach,a,565.8081005,1158.573623,2636.009481,gaafach,f,421.8405533,1661.488391,2823.628202,gaafach,_,511.9408411,1169.853068,2693.437253,gaafach,x,928.1548089,2305.576825,3446.971563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gachtoo-2,a,567.4749974,1458.523228,2747.936512,gachtoo-2,o:,466.5084927,1336.292933,2681.335452,gachtoo-2,g burst,816.4725084,1711.145328,2874.613063,gachtoo-2,a,716.5424736,1739.571122,2905.341187,gachtoo-2,x,1065.874641,2523.2099,3258.04681,gachtoo-2,closure,1102.362135,2522.085481,3435.667887,gachtoo-2,t burst,441.068839,1678.356031,2795.821158,gachtoo-2,o,426.6343704,1168.930974,2630.416952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gachtoo-3,a,697.0509327,1614.64949,2798.399942,gachtoo-3,o:,518.8295072,1257.209996,2372.765719,gachtoo-3,g burst,631.1429389,1481.373339,2890.059829,gachtoo-3,a,702.455239,1598.308838,2738.708466,gachtoo-3,x,970.9963623,2382.668621,3146.603951,gachtoo-3,closure,1007.879247,2291.733463,3418.41678,gachtoo-3,t burst,409.9487615,1455.232806,2906.713881,gachtoo-3,o,419.6522914,1127.706963,2638.493971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gachtoo,a,505.3919943,1452.608189,2904.866157,gachtoo,o:,403.0912363,1020.712443,2741.128761,gachtoo,g burst,666.8868813,1395.23613,2893.714791,gachtoo,a,644.6759048,1499.216893,2710.956029,gachtoo,x,878.823883,2042.732864,3168.181421,gachtoo,closure,1129.66148,2462.613882,3476.714807,gachtoo,t burst,465.8296193,1565.390971,2750.119191,gachtoo,o,434.0917287,955.4995604,3034.33553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gotach-2,ə,453.3669716,1593.067392,2936.946029,gotach-2,a,768.3157461,1606.803404,2770.694582,gotach-2,closure,715.3700398,1858.911268,2935.252701,gotach-2,g burst,633.6405277,1504.885042,2927.183651,gotach-2,_,424.747916,1404.3153,2857.004213,gotach-2,closure,887.2803965,2280.452151,3327.331743,gotach-2,t burst,672.2278039,1799.787345,3097.183786,gotach-2,a,692.6769302,1745.744076,2941.164919,gotach-2,x,1076.51746,2240.702442,2989.564203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gotach-3,ə,514.8926715,1612.898714,3074.215322,gotach-3,a,703.7504028,1613.743557,2895.520504,gotach-3,closure,699.2025924,1545.342829,2633.779753,gotach-3,g burst,727.4942893,1421.321898,2725.839302,gotach-3,_,561.1971143,1664.774072,3085.921346,gotach-3,closure,1245.327225,2634.450413,3600.195818,gotach-3,t burst,391.1699946,1625.948417,3022.960981,gotach-3,a,665.4531592,1546.268959,2811.68043,gotach-3,x,1096.065304,2614.536854,3443.669909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gotach,ə,413.5183094,1467.527895,3026.437276,gotach,a,730.4052469,1590.061708,2903.551095,gotach,g burst,736.1182683,1398.093262,2872.414371,gotach,_,444.6404286,1412.719495,2696.796165,gotach,closure,792.4610482,2236.934374,3297.754905,gotach,t burst,375.252217,1566.609035,2970.151189,gotach,a,644.4375036,1483.346467,2655.042581,gotach,x,1090.614741,2641.766192,3508.195423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
haca-2,a,621.9296585,1454.678358,2519.868357,haca-2,ə,393.4726977,1395.284789,2735.351574,haca-2,a,566.5494838,1520.487603,2367.961695,haca-2,closure,730.005284,1723.124659,3125.87864,haca-2,k burst,772.3905188,1521.613791,2995.422668,haca-2,_,382.1066351,1261.857835,2667.299831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
haca-3,a,610.2369784,1183.636644,2843.236574,haca-3,ə,460.0272983,1475.823713,2672.596876,haca-3,a,681.8262565,1513.369351,2765.143165,haca-3,closure,787.2134756,1783.644882,3184.200839,haca-3,k burst,988.496497,1573.791849,2982.693302,haca-3,_,704.9748517,1973.35647,3024.47029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
haca,a,510.975469,1456.292273,2683.237346,haca,ə,433.9644218,1601.065841,2971.876734,haca,a,566.5134136,1499.931749,2802.752801,haca,closure,745.6932793,1518.735916,2960.059014,haca,k burst,757.4875777,1502.838794,2927.457695,haca,_,426.9370097,1403.408451,2799.995305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hitach-2,i,296.7112594,1546.328541,3025.727999,hitach-2,ə,718.4407312,1667.423538,2855.274909,hitach-2,h,596.9858698,2055.697895,2784.08848,hitach-2,i,327.4642608,1598.536786,2741.823145,hitach-2,closure,1366.205575,2522.707428,3297.909408,hitach-2,t burst,686.25585,1991.402198,2876.309244,hitach-2,_,566.0009148,1365.186014,2543.939094,hitach-2,x,996.9142359,2419.665263,3415.442898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hitach-3,i,338.4215785,1796.911688,2991.157033,hitach-3,ə,596.5599317,1625.799807,2940.865052,hitach-3,h,532.651266,1971.209264,2783.982164,hitach-3,i,372.1016108,1428.303968,2733.233474,hitach-3,closure,1317.512613,2619.913083,3246.013403,hitach-3,t burst,604.9254681,1745.757185,2710.158921,hitach-3,_,558.1357452,1370.638515,2638.277059,hitach-3,x,1028.988854,2116.524408,2973.937351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hitach,i,287.4059281,1875.998543,2541.180869,hitach,ə,576.4150241,1418.566674,2628.703055,hitach,h,988.7149392,2304.040298,3066.375667,hitach,i,304.2696181,1731.577839,2516.939209,hitach,closure,1623.164058,2611.586047,3446.891169,hitach,t burst,923.8825175,2053.247422,2935.810727,hitach,_,581.3143955,1385.352001,2652.731647,hitach,x,1017.264551,2284.883248,3300.185579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huutach-2,u:,528.2976797,1425.492406,2398.825349,huutach-2,ə,670.2220297,1588.789952,2821.475017,huutach-2,h,279.266428,1037.628693,2409.364222,huutach-2,u,400.7422517,1356.713131,2585.149596,huutach-2,closure,1165.286251,2510.878643,3537.313407,huutach-2,t burst,793.5617404,2015.301098,3102.870753,huutach-2,_,560.4056596,1342.460348,2644.785578,huutach-2,x,953.2601976,2573.525115,3525.904458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huutach-3,u:,565.589193,1355.284588,2446.375222,huutach-3,ə,661.9443219,1653.671454,2783.91382,huutach-3,h,554.6142048,1872.997887,3194.467529,huutach-3,u,425.2154175,1246.442098,2693.632669,huutach-3,closure,852.7815284,2159.411777,3331.586651,huutach-3,t burst,833.1280861,1979.561045,3161.377124,huutach-3,_,509.1799803,1267.877459,2623.786966,huutach-3,x,951.5883567,2247.201498,3031.095508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huutach,u:,370.0978931,1204.53768,2678.667586,huutach,ə,519.2642807,1316.828935,2363.039649,huutach,h,248.3770757,987.2027441,2703.07138,huutach,u,364.5606378,1134.879598,2462.521855,huutach,closure,1313.484175,2639.04354,3708.179161,huutach,t burst,1009.020191,2288.772838,3486.445526,huutach,_,566.399065,1314.839299,2679.257836,huutach,x,969.6596124,2214.875685,3330.429831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leachtach-2,a,730.5985367,1669.290824,2850.04895,leachtach-2,ə,1296.79333,2519.597345,3461.136436,leachtach-2,_,632.3074549,1577.615159,2583.435596,leachtach-2,x,994.6153325,2279.403581,3183.232853,leachtach-2,l_,350.1221891,1268.434603,2885.986981,leachtach-2,a,561.0889103,1377.320788,2676.467976,leachtach-2,x,871.0008876,2209.082957,3269.763756,leachtach-2,closure,1459.865942,2767.621787,3641.724831,leachtach-2,t burst,350.5938725,1464.774847,2822.710945,leachtach-2,_,572.8764707,1309.948241,2736.206462,leachtach-2,x,999.8292737,2232.095018,3119.940744,,,,,,,,,,,,,,,,,,,,
leachtach-3,æ,792.7958779,1616.724098,2508.951701,leachtach-3,ə,564.8164161,1565.740269,2859.333086,leachtach-3,x,969.5533276,2115.516194,3119.397826,leachtach-3,l,381.4291229,1413.892061,2554.61753,leachtach-3,�,786.7663706,1851.890652,3002.306452,leachtach-3,x,881.3137252,1901.665517,3069.010743,leachtach-3,closure,1266.620863,2751.602603,3572.278429,leachtach-3,t burst,346.223969,1391.869692,2973.135956,leachtach-3,_,554.2284717,1392.540145,2687.442712,leachtach-3,x,892.537514,2169.815906,3108.987437,,,,,,,,,,,,,,,,,,,,,,,,,
leachtach,æ,646.3054734,1582.013048,2762.620258,leachtach,ə,643.9422941,1568.670442,2841.672169,leachtach,x,907.961543,1965.089627,3056.375189,leachtach,l,325.4771825,1332.7869,2821.510249,leachtach,�,648.6597987,1558.319952,2963.569988,leachtach,x,930.4088562,2106.35855,3227.445135,leachtach,closure,984.2798015,2505.686675,3517.586943,leachtach,t burst,586.4135933,1665.340031,3021.502988,leachtach,_,415.202595,1050.178917,2514.100182,leachtach,x,894.9959864,2263.033028,3294.698603,,,,,,,,,,,,,,,,,,,,,,,,,
